uni.noj__ARID1A_mut.up.ES	uni.noj__CHD6_mut.up.ES	uni.noj__CHD7_mut.up.ES	uni.noj__CREBBP_mut.up.ES	uni.noj__EP300_mut.up.ES	uni.noj__KDM6A_mut.up.ES	uni.noj__CHD6_amp.up.ES	uni.noj__CHD7_amp.up.ES	uni.noj__PRDM9_amp.up.ES	uni.noj__CHD3_del.up.ES	uni.noj__CREBBP_del.up.ES	uni.noj__HDAC4_del.up.ES	uni.noj__PHF23_del.up.ES	uni.noj__CHD6_ampmut.up.ES	uni.noj__CHD7_ampmut.up.ES	uni.noj__CREBBP_delmut.up.ES	uni.noj__EP300CREBBP_mut.up.ES	uni.noj__EP300CREBBP_delmut.up.ES	uni.adj__ARID1A_mut.up.ES	uni.adj__CHD6_mut.up.ES	uni.adj__CHD7_mut.up.ES	uni.adj__CREBBP_mut.up.ES	uni.adj__EP300_mut.up.ES	uni.adj__KDM6A_mut.up.ES	uni.adj__CHD6_amp.up.ES	uni.adj__CHD7_amp.up.ES	uni.adj__PRDM9_amp.up.ES	uni.adj__CHD3_del.up.ES	uni.adj__CREBBP_del.up.ES	uni.adj__HDAC4_del.up.ES	uni.adj__PHF23_del.up.ES	uni.adj__CHD6_ampmut.up.ES	uni.adj__CHD7_ampmut.up.ES	uni.adj__CREBBP_delmut.up.ES	uni.adj__EP300CREBBP_mut.up.ES	uni.adj__EP300CREBBP_delmut.up.ES	uni.noj__ARID1A_mut.dn.ES	uni.noj__CHD6_mut.dn.ES	uni.noj__CHD7_mut.dn.ES	uni.noj__CREBBP_mut.dn.ES	uni.noj__EP300_mut.dn.ES	uni.noj__KDM6A_mut.dn.ES	uni.noj__CHD6_amp.dn.ES	uni.noj__CHD7_amp.dn.ES	uni.noj__PRDM9_amp.dn.ES	uni.noj__CHD3_del.dn.ES	uni.noj__CREBBP_del.dn.ES	uni.noj__HDAC4_del.dn.ES	uni.noj__PHF23_del.dn.ES	uni.noj__CHD6_ampmut.dn.ES	uni.noj__CHD7_ampmut.dn.ES	uni.noj__CREBBP_delmut.dn.ES	uni.noj__EP300CREBBP_mut.dn.ES	uni.noj__EP300CREBBP_delmut.dn.ES	uni.adj__ARID1A_mut.dn.ES	uni.adj__CHD6_mut.dn.ES	uni.adj__CHD7_mut.dn.ES	uni.adj__CREBBP_mut.dn.ES	uni.adj__EP300_mut.dn.ES	uni.adj__KDM6A_mut.dn.ES	uni.adj__CHD6_amp.dn.ES	uni.adj__CHD7_amp.dn.ES	uni.adj__PRDM9_amp.dn.ES	uni.adj__CHD3_del.dn.ES	uni.adj__CREBBP_del.dn.ES	uni.adj__HDAC4_del.dn.ES	uni.adj__PHF23_del.dn.ES	uni.adj__CHD6_ampmut.dn.ES	uni.adj__CHD7_ampmut.dn.ES	uni.adj__CREBBP_delmut.dn.ES	uni.adj__EP300CREBBP_mut.dn.ES	uni.adj__EP300CREBBP_delmut.dn.ES	uni.noj__ARID1A_mut.up.pval	uni.noj__CHD6_mut.up.pval	uni.noj__CHD7_mut.up.pval	uni.noj__CREBBP_mut.up.pval	uni.noj__EP300_mut.up.pval	uni.noj__KDM6A_mut.up.pval	uni.noj__CHD6_amp.up.pval	uni.noj__CHD7_amp.up.pval	uni.noj__PRDM9_amp.up.pval	uni.noj__CHD3_del.up.pval	uni.noj__CREBBP_del.up.pval	uni.noj__HDAC4_del.up.pval	uni.noj__PHF23_del.up.pval	uni.noj__CHD6_ampmut.up.pval	uni.noj__CHD7_ampmut.up.pval	uni.noj__CREBBP_delmut.up.pval	uni.noj__EP300CREBBP_mut.up.pval	uni.noj__EP300CREBBP_delmut.up.pval	uni.adj__ARID1A_mut.up.pval	uni.adj__CHD6_mut.up.pval	uni.adj__CHD7_mut.up.pval	uni.adj__CREBBP_mut.up.pval	uni.adj__EP300_mut.up.pval	uni.adj__KDM6A_mut.up.pval	uni.adj__CHD6_amp.up.pval	uni.adj__CHD7_amp.up.pval	uni.adj__PRDM9_amp.up.pval	uni.adj__CHD3_del.up.pval	uni.adj__CREBBP_del.up.pval	uni.adj__HDAC4_del.up.pval	uni.adj__PHF23_del.up.pval	uni.adj__CHD6_ampmut.up.pval	uni.adj__CHD7_ampmut.up.pval	uni.adj__CREBBP_delmut.up.pval	uni.adj__EP300CREBBP_mut.up.pval	uni.adj__EP300CREBBP_delmut.up.pval	uni.noj__ARID1A_mut.dn.pval	uni.noj__CHD6_mut.dn.pval	uni.noj__CHD7_mut.dn.pval	uni.noj__CREBBP_mut.dn.pval	uni.noj__EP300_mut.dn.pval	uni.noj__KDM6A_mut.dn.pval	uni.noj__CHD6_amp.dn.pval	uni.noj__CHD7_amp.dn.pval	uni.noj__PRDM9_amp.dn.pval	uni.noj__CHD3_del.dn.pval	uni.noj__CREBBP_del.dn.pval	uni.noj__HDAC4_del.dn.pval	uni.noj__PHF23_del.dn.pval	uni.noj__CHD6_ampmut.dn.pval	uni.noj__CHD7_ampmut.dn.pval	uni.noj__CREBBP_delmut.dn.pval	uni.noj__EP300CREBBP_mut.dn.pval	uni.noj__EP300CREBBP_delmut.dn.pval	uni.adj__ARID1A_mut.dn.pval	uni.adj__CHD6_mut.dn.pval	uni.adj__CHD7_mut.dn.pval	uni.adj__CREBBP_mut.dn.pval	uni.adj__EP300_mut.dn.pval	uni.adj__KDM6A_mut.dn.pval	uni.adj__CHD6_amp.dn.pval	uni.adj__CHD7_amp.dn.pval	uni.adj__PRDM9_amp.dn.pval	uni.adj__CHD3_del.dn.pval	uni.adj__CREBBP_del.dn.pval	uni.adj__HDAC4_del.dn.pval	uni.adj__PHF23_del.dn.pval	uni.adj__CHD6_ampmut.dn.pval	uni.adj__CHD7_ampmut.dn.pval	uni.adj__CREBBP_delmut.dn.pval	uni.adj__EP300CREBBP_mut.dn.pval	uni.adj__EP300CREBBP_delmut.dn.pval
TCGA-GU-A42P	50.1512397723271	35.8521426069259	27.5534235941036	-3.42032853002277	-5.31041446182903	36.9623897187685	17.891765110947	52.657789920974	7.01951299113457	48.5604271551531	33.0609042978202	28.7297491294441	60.8984053649876	38.2271335312908	127.069208394015	57.8313660281082	-6.49166856889124	21.659223351764	100.90394587991	13.106218782794	52.484120327509	-3.23691959159118	-4.427932822138	22.1798346816736	65.9899928187373	29.0639037858571	6.59365607417506	174.315372197441	60.2506399034838	17.3049009915325	235.495108209087	46.7955369255732	110.685339887133	17.5570018350352	-6.67689779013766	55.3676836663594	-23.1941095390336	-10.9698670600325	1.35768575758614	3.24340184174877	1.99614772341176	-21.6957137445812	-29.126302604443	-45.5952037329235	-25.4191692867742	-19.9419621003309	-31.0257175617822	-25.3417559671033	-20.3091046274132	-29.9423627496443	-248.680167938006	-50.3402981425369	4.34233900141794	-63.1448901220559	-27.0125923440051	-15.5134744728475	-11.5515004894813	4.42092951342206	2.65093204459322	-23.029844308426	-35.1400773335074	-32.4168053838538	-8.68592343988909	-18.1480529773326	-30.5254846103768	-23.1053685223136	-18.7184874945521	-25.7903187497988	-125.551118313948	-32.3027508468494	4.46636015176694	1.00488876541333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-GU-A42Q	-4.12804412231777	6.19998278740442	25.4451417432344	12.2837358557818	7.34234937298738	-3.71399932139487	-2.86227806677223	-1.97266750473	7.98719085910015	-0.599147336244727	-1.8558406087598	-4.14171093099311	21.3932554574514	-2.20899073156216	30.6107970613462	29.822076715167	10.659472925677	32.8369341786827	-0.64977855633156	-5.94905984231055	17.7584568273941	5.51799379783711	17.5674195997293	-6.08448317879528	-1.90827074960027	-1.94953110157518	6.36099456818561	53.6708190731072	12.773083811918	-6.16209308855846	103.711674651742	-3.44554893297693	15.9495013190542	8.03274622440327	11.8776375601691	106.846600610917	4.41292123336352	3.80167767960176	-68.1955652050431	-52.3919911444454	-22.0425128396412	1.23446257370264	1.42626184832256	-8.54719606646604	-31.1440327968611	-9.90492297069691	-5.27313991662617	1.33544108567838	-10.6362936822013	2.33048491848768	-46.5714304833437	-21.3033887144193	-33.392031552748	-223.083109118228	1.83610234390967	10.5510666226462	2.14487127913026	-10.9032390985613	-19.7930415437867	1.22913497818042	1.58187335449001	-3.91459264835773	-10.7928644006073	-8.90535083312864	-4.05696532752226	1.59547517306131	-10.2494238928458	3.72331536557573	1.11941926742419	-12.1723762515902	-12.899935391649	-30.5835529034809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-GU-A42R	25.0401320379692	17.4611339964378	13.6781628453263	2.87310782237241	-4.88239179424174	53.1640359463286	20.9700445976212	24.6502436087955	-5.22195760016862	143.927652939703	17.5350409374629	13.9159539997737	176.840496817245	29.2265374434966	68.5672663685698	34.292358628143	-4.65010027015873	15.4551909263119	90.8690037235347	2.972981599816	48.8959354807707	0.794758435385823	-3.27764328171775	22.3368507473188	68.9915003583745	14.5010709935785	-5.5651785081821	342.523113725494	43.3220792177233	8.13513439792573	467.437035452918	32.5190745461611	72.0792545080675	14.5674685002608	-3.58214503032789	83.2200651042562	-7.50178640172229	-7.32221161302597	0.775033849728408	1.69028282763448	2.50086827796766	-25.314366768318	-27.4009609395618	-32.1104279260487	-9.65515052883688	-25.4284168558529	-22.9282017235369	-18.6069126130254	-25.864674728418	-23.9592358707254	-154.121088593082	-34.6851692440707	2.70784254963426	-67.2561962548198	-19.7166430713915	3.12420613664516	-15.015967110323	3.46883406279019	2.38655717323324	-23.2334841565763	-33.2937351417796	-22.7704997577937	4.18765575707811	-23.4354930576838	-25.5049182891675	-18.100592780303	-24.1348274191225	-15.6277405047874	-91.2479498408297	-25.4646203309854	2.28181451575048	-24.7392584943352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-GU-A762	-9.68861243597847	-1.55750573888227	-1.83138195611689	9.06162775259484	19.3434499916351	-9.36711342963271	-6.91392220999404	-10.3974846762804	7.87510821946944	-6.57289827248518	-6.60824963683948	-8.77285447150007	-6.43254034101261	-4.98316350069828	-8.67527327358258	-4.53738338193624	17.5634695965579	19.5163079148617	-6.94445619235578	-3.80564318955956	-4.08682415788039	4.94693829720143	28.9321757086301	-9.73084119450762	-5.95548739524342	-8.6820719756117	8.42698685655576	-6.13863679044679	-6.42434795681008	-10.8087891078374	-6.05922542557509	-5.64773554441668	-9.82626845544066	-3.46895090259652	18.5030256049789	64.1058297904542	8.09666289157329	2.74503672533635	-86.7572450233117	-66.4631957012359	-39.035534777027	8.05422404846489	9.47358528828991	8.43836609923677	-8.62043200169099	8.5071404827197	10.0476831814193	8.72615575010708	8.53118870442853	8.88407754077763	6.51949358600733	3.91982383874746	-49.194318866537	-256.930367593705	7.49490995168184	8.78397418220759	5.02291296961657	-16.1900941410358	-27.7928786816596	7.73002032736857	8.58160410426578	11.6153580259386	-13.4885006659388	10.036234668139	9.52990495460025	9.2416594576089	9.96035597945964	9.6982905738839	8.98226594501873	3.17661978470911	-18.7259468582093	-36.6281125756934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-GU-A763	-6.41696059169805	20.2565523794655	-8.2523897284578	-7.31227957226956	-12.2391031007496	80.4475911432151	17.5555666437403	31.1281528499064	-8.49013890143778	104.64727656357	9.32693948196546	10.5934941319042	120.750753497141	23.8681838934566	45.0457613298992	-3.95466874885491	-11.4361788594745	-8.83208174156049	-4.79116957437974	8.11403438400273	-3.17282618399541	-10.4871915092051	-10.9392873181267	39.2951148778093	46.3675794501084	26.6756034391838	-7.5719638474646	203.742640697504	16.6302771938393	9.51188888829737	254.347959294685	28.1086455290271	47.958090156839	-3.73142784209092	-11.2255328450754	-8.33995168234108	10.2055059484671	3.54168503582635	5.68905274688746	5.94888746919265	10.4087587435084	-30.0114079612872	-24.9312865380336	-28.928372006334	2.05304453479057	-22.4881283595394	-11.6558287752075	-14.5578496153182	-22.5463817950743	-19.5820576630927	-92.5051737910074	-8.92746137463058	9.57595867275199	6.61122824186533	7.27938264068945	-6.08493413863568	6.58899456131919	11.854455611105	9.32062789126972	-27.7346665460481	-29.2552488964108	-26.7488559233218	7.37539377270813	-16.2279679306756	-12.0476428216955	-14.8294282217012	-16.5680785114639	-15.6941043144975	-63.6097656888689	2.80571068696594	10.6095089466791	8.21059978076117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-GU-A764	-3.94970480845572	-1.43161501671013	-1.75667939757482	4.95992928142489	6.34205042081222	-8.773156637706	-5.00618362393672	-8.6882539719432	6.57817876045658	-5.71896275600725	-2.6197459546322	-5.93099644566349	-5.4491904483342	-3.61996577284166	-6.61912962041833	13.7464416982557	6.90205735371017	9.05114487148479	-5.37445806567278	-2.19901176738078	-3.51841531348377	2.45827750984227	7.36737464187314	-10.3048277957777	-4.22722528659474	-8.63457548307914	8.24736866061843	-5.20918435048345	-1.99236240373853	-7.61392260447469	-4.90198378070174	-3.93041360161113	-8.46823610907228	4.28487866983866	5.65030588331024	-2.11678469086941	3.10526999844168	-4.01923796113226	-39.1093425526595	-35.4488015098039	-21.4612364483118	7.64737931568762	7.65580408543196	6.72486266447021	-10.8958299256822	8.1286513681118	6.59378751244736	6.8687802371913	8.04287521522319	6.59177777860299	5.6058950288868	2.556925422869	-27.1253273904246	-124.737744991668	5.05252070060602	3.67533265288814	2.94308050373082	-7.83052758165035	-9.54850379120459	7.89260399733186	7.1498916079204	10.5150485316434	-14.9094196979852	9.04644736134053	6.39313176091051	7.38942694617547	8.82190826870461	7.02182750406438	8.28221640398849	-7.24014504897353	-9.13729969501696	-17.7112858903035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-GU-A766	-5.04893091114743	-1.69106435806037	-1.76305399417981	7.17233571009295	21.9847597231912	-9.10430915263707	-7.14128313084194	-8.67037662333255	2.37218268506124	-6.33487079723071	-8.40004113722189	-9.81905450893912	-6.10136447936013	-5.46132706266566	-7.23095120836525	-7.31130828909352	17.7150283659655	17.0895887171845	-5.13373785891421	-5.7376134415303	-4.05934495475554	4.96372712130799	37.0420462704773	-9.7701550803255	-6.04275307374394	-7.68774501752033	5.42604650747646	-6.02760951771049	-8.06347213913627	-12.4428033272671	-5.68834769116439	-6.50164837543599	-8.32239592498192	-4.9661430405212	20.6608642618829	60.0819605536021	3.23647993203862	-3.94124311282034	-61.1001402733839	-54.0125441246039	-46.1602985403163	7.15937546703829	9.33737376225196	8.43505367394042	2.48759296117897	7.55949332186282	9.50002368850251	7.93699560291996	7.52677848872771	8.63451593905725	6.95025957138793	4.90140709116331	-49.7943207921487	-222.471627386231	4.35759118548112	7.62205166798102	4.16619389276402	-15.2948020772715	-32.354679874152	6.59709533510047	8.07127656952041	11.4243104494686	-8.66975323522375	8.95371611227514	9.25238280570623	8.37695663944717	8.77617441953808	9.37332131430263	8.76035045956525	4.07645922023566	-21.499903037886	-38.2875861173115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-GU-A767	-1.10887827787299	35.0021652473607	-7.35013943301916	-6.30145580124424	-13.1979093920466	47.2733307056681	8.56241768278407	29.0017824944922	-11.2314455216108	17.8624173089743	9.08645575665202	4.728288027087	17.9930096508795	13.9404921038214	33.0145954806977	14.3559775654264	-11.8779243654625	-7.61920347602787	-2.11052297084039	9.05419985356472	-3.52996039465432	0.805772649892604	-12.8770585432744	25.1666506412013	7.60905169623369	22.1239729663699	-9.25092904622661	46.3029624307	11.094939865945	5.72752081833812	48.8133039199035	11.0501924476153	27.4815452697108	6.18451975670617	-11.4630391343088	-7.35187926314458	-5.59218499476941	-21.0842743497168	5.0660208436505	4.51472650041408	9.40576593514299	-11.1084570718962	-9.96302908756855	-19.3615496346168	9.21041041985052	-4.9479619051879	-8.80910305569552	-5.49578185568484	-4.53731627349586	-11.3179707767239	-40.5553152426504	-15.632583421389	8.15655085044887	5.20934906756137	-6.66115577002358	-14.9495495110043	3.29304176301901	5.21608207655349	10.1409525195452	-9.83495857600646	-3.03793592918071	-16.4552201707615	11.3712074832825	-7.19408091508619	-8.35482116189905	-8.2830619004111	-6.31952654464193	-8.08398300303668	-40.8947105213748	-15.7133499471389	9.3187029948642	5.91280548704181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-GU-AATO	-2.13813208216138	-2.26828941540025	-3.47361890763154	-4.88964485446137	-4.43090508530483	-2.20417584808946	-0.503131977049353	-6.56345352415966	2.36474789484091	-2.98072864891933	6.80156119864959	-0.697437443456945	-2.98543656731459	-0.963398233985444	-5.89587460406849	-2.29948373904918	-5.78120926901472	-7.39304918409132	-5.29547461224619	2.89786480341077	-3.81235388115457	-2.74556267144823	-5.29962318167079	-2.40195924051107	-1.35554767656425	-5.0411950539003	2.83382894815997	-2.68754415983899	14.3366931571352	1.65342315868306	-2.80706747334396	-0.710077323474994	-6.18958182856937	3.72596773189207	-5.75828794545393	-6.7755295659002	2.28222288407317	2.59018302476774	0.745728584133318	3.5738153423553	2.69646756909044	2.60107833642001	2.09603463214509	3.89532459002779	-5.78126250788694	4.129046084506	-2.77808839292934	1.73517766628511	4.09637933406234	2.08962527624562	3.54666653447668	2.37742314004517	3.94416646119699	3.92397885930171	5.23151710730453	-5.90407245338129	3.67349602868332	-1.91050711301989	4.08277986448497	2.97727095278979	2.30752720468788	5.06396048247664	-6.39537989681071	4.9592830830249	-3.41032506992655	1.84982321970245	4.94338695007265	-2.52988566474493	4.91415169793507	-8.71311613777125	4.16781405440405	3.93718855644338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-GU-AATP	13.8083707339696	34.9767040800077	-3.16312195500698	-3.46754548330015	2.13672698332617	27.2719250937452	7.97071441294086	18.3562600219772	-8.58304196489589	-2.08752903332199	7.48824944517659	2.36633570158685	-2.11657577028487	20.2891476479964	32.1797674294195	16.8277894422803	-1.94747885731763	-2.17505751299795	-1.94028190346618	11.0113743812188	8.46324970595882	-2.1457571840568	-1.70857846636548	17.6155543672558	10.6300556736437	10.9713969043613	-5.40919696072006	-1.07461352765607	8.92372154794182	3.20554909831307	-1.2867331730696	20.2284949216204	31.5475622279249	4.86305329892363	-2.19437111110793	-2.07101928154059	-7.76315666907451	-19.916173458173	0.979984459420271	1.58752362967655	-11.9246923807038	-3.05393647686955	-3.6000997334498	-4.98418519911192	2.43024391964586	3.22344490917131	-4.02885813827978	1.95397241066469	3.3917001582162	-8.27921293931006	-31.6714294712168	-16.8507000436735	-6.14242859903045	-116.145247378472	-6.32460455371286	-18.4922548823391	-8.98381956963149	1.46368941455412	-10.2592616951174	-2.71390064188319	1.49871912423352	-4.16529859392992	1.26506624262756	2.2227549487349	-4.80317852259028	1.3974590376707	2.73956658820209	-5.74760906336941	-24.3361628569716	-14.9201437468472	-1.4061831205271	-14.6753870792119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-GU-AATQ	-7.2217209560203	-0.502099079464697	12.7541374168806	4.02570958673166	-1.80522477492675	7.84366299915557	-1.83070375000711	-2.72943293625945	8.0177312272572	37.4336449848418	-2.92707345126679	-3.63382549609631	46.8355308709142	-1.45590783063226	-1.54194859108928	-3.09689249400855	4.18872492156533	12.5365469445307	-3.88556319696575	-3.3306979689797	8.25853179656364	1.55439669595744	-1.77576830218796	-1.64379602134225	-1.29245429302681	7.02163853856749	6.95947185384633	88.782497109166	-1.48214595030231	-4.8637415920579	128.945576761941	-2.23741378399039	20.9628215543059	-1.71607973332947	2.25853843409916	-1.97676895189762	8.55822682809073	3.13910717780034	0.964994742923343	-19.4583475619038	-7.77459976470556	-8.77253785758799	-3.22151269734918	1.22277237581236	-28.1390941432149	-10.2000344462712	1.15760219358842	1.27808464806244	-10.7241754665838	1.33324904316808	1.65244805131333	1.34111969047052	-12.1142074784108	1.49990532131943	4.92005397717041	6.62334231895877	-3.4165667026802	-5.35212161671613	-4.01992888829107	-5.98811833831399	0.978877969804784	0.941503414017327	-10.6432546260672	-8.98895564115243	-2.05654958784762	1.53703489836816	-10.0080282321933	1.69519145846525	0.749094200290084	-4.87835738969098	-4.9081342059232	1.07689138582142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-GV-A3JV	34.61826569912	-0.578617469118132	-5.48013725780362	-6.93115460740103	-4.11372019443405	-1.76151170257971	2.31722698633254	46.6529825246166	-9.98962656832077	26.5668074819202	-1.45078977279958	9.01055348697805	26.3384576242671	-0.381560141669779	63.8438353984054	-5.71848422220735	-5.35439911907005	-6.05852504491486	64.3486536289153	5.82639019191368	-1.745080087809	-7.52263081656732	-3.75320951470413	-0.538201464669894	-0.64848201875108	31.0140064779459	-9.34597580892568	39.1505987032178	-1.85972737119486	7.03047202193607	-0.466626651446716	2.89478558320032	68.6217643020912	-5.44623054462579	-5.30046323223914	-4.78145895131189	-18.8636419527994	-8.78987610564565	3.15224904360979	4.23434428758451	3.03125005759173	1.65026183004985	-4.42807429538351	-17.6436730065875	7.390365356117	-2.82506779966897	-2.87200743578558	-3.81906873578989	1.0981868520124	-4.04596209672745	-74.9614959607826	2.17324809646675	4.40534029705614	3.57166582083229	-22.3278008427397	-13.4841936740327	1.7304025866298	6.77399680107886	2.32781895679537	1.1265665215164	1.46243906046672	-18.281750654263	9.38918726194573	-2.90456962505408	2.36707140643154	-3.88662142026352	1.62228510005747	-4.47547161549914	-58.0998127627339	4.2965703877619	4.20338043420726	3.28460431433813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-GV-A3JW	31.8984475824943	58.9793917178738	13.256304620338	-1.32349271706967	-8.29282239762727	58.1468699399041	20.6418993301505	50.744810728063	-4.90938764827072	108.943974376989	21.3087436542058	24.1982958654687	132.886799351545	42.518156982999	110.668906591423	33.1815856333756	-7.30886106366468	-2.48512849408868	91.2285623464502	10.3140356716896	49.6432913110188	-3.2677668665914	-5.85939726539342	29.0844981267353	81.5081502988272	28.6019651277537	-4.96111982206938	282.232241061116	39.9707246780804	14.8540110951886	377.270904154386	47.7168061167706	107.71645809592	9.81088454628478	-6.5301974891573	-1.31673738250321	-9.92905715198843	-22.7061451861764	1.18248532613291	3.01614905017972	5.71575025575475	-26.9553754598342	-28.1818751613621	-44.3510468755684	1.62192641059365	-22.4012220715872	-25.7074083793912	-23.1008595242714	-22.7640543636796	-31.5880983380039	-222.209343646206	-38.6003595924178	5.65100958778193	1.74615875388531	-20.865820949504	-10.2457429021067	-15.0875659898845	8.24162873312001	3.80556839952487	-25.4734554119626	-38.7875394267729	-31.2676582789946	5.52162802968754	-21.1861112168002	-26.746384180623	-22.0844156430319	-21.8073348054348	-23.8629509610164	-128.279306204409	-20.2826894107085	5.4216260465901	1.43304146502745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-GV-A3JX	29.1165436029211	-1.56190753322919	35.0962318294132	12.5216224171176	17.4934919654447	-4.47198985171063	12.0590851124192	17.1573979356477	10.7250420122103	-1.60826212202663	26.6196287020099	15.0465833303374	-1.56624578064973	21.927435361183	53.5969302343414	52.4280292390624	10.9178204143746	32.7888363635411	40.3530024318913	2.9011845134783	22.3840714011958	6.87752990106241	38.6400714277899	-3.64379638483703	49.1725825817645	8.1504014958532	11.1435171330545	-0.90017952923406	63.7958151082867	8.4192468840998	-0.898376684868421	28.7436613181988	31.3527091868671	23.8953826154195	12.9845233794618	143.059533161936	-12.183057763277	3.30687684648401	-148.34645613693	-34.80433560464	-31.2185679362539	0.862330725405843	-14.6986094226194	-14.1003070910278	-47.3453918068057	-8.34854433258421	-20.9815692979213	-13.1560162998305	-8.83342139406065	-15.683584553531	-122.646684690892	-39.5648427179747	-15.1415390872985	-216.739440708009	-10.9744317418393	1.94188551102502	-7.26920558631612	-11.7792728329126	-39.4303251469214	-6.20213938070561	-29.2735045973967	-11.9408530200185	-22.0309384145121	-4.7392008483665	-26.3580029982988	-11.4539291393235	-5.07603863084679	-16.6455362666551	-48.3685941191181	-40.5743108185066	-11.091758424754	-56.6002231714662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
