uni.noj__ARID1A_mut.up.ES	uni.noj__CHD6_mut.up.ES	uni.noj__CHD7_mut.up.ES	uni.noj__CREBBP_mut.up.ES	uni.noj__EP300_mut.up.ES	uni.noj__KDM6A_mut.up.ES	uni.noj__CHD6_amp.up.ES	uni.noj__CHD7_amp.up.ES	uni.noj__PRDM9_amp.up.ES	uni.noj__CHD3_del.up.ES	uni.noj__CREBBP_del.up.ES	uni.noj__HDAC4_del.up.ES	uni.noj__PHF23_del.up.ES	uni.noj__CHD6_ampmut.up.ES	uni.noj__CHD7_ampmut.up.ES	uni.noj__CREBBP_delmut.up.ES	uni.noj__EP300CREBBP_mut.up.ES	uni.noj__EP300CREBBP_delmut.up.ES	uni.adj__ARID1A_mut.up.ES	uni.adj__CHD6_mut.up.ES	uni.adj__CHD7_mut.up.ES	uni.adj__CREBBP_mut.up.ES	uni.adj__EP300_mut.up.ES	uni.adj__KDM6A_mut.up.ES	uni.adj__CHD6_amp.up.ES	uni.adj__CHD7_amp.up.ES	uni.adj__PRDM9_amp.up.ES	uni.adj__CHD3_del.up.ES	uni.adj__CREBBP_del.up.ES	uni.adj__HDAC4_del.up.ES	uni.adj__PHF23_del.up.ES	uni.adj__CHD6_ampmut.up.ES	uni.adj__CHD7_ampmut.up.ES	uni.adj__CREBBP_delmut.up.ES	uni.adj__EP300CREBBP_mut.up.ES	uni.adj__EP300CREBBP_delmut.up.ES	uni.noj__ARID1A_mut.dn.ES	uni.noj__CHD6_mut.dn.ES	uni.noj__CHD7_mut.dn.ES	uni.noj__CREBBP_mut.dn.ES	uni.noj__EP300_mut.dn.ES	uni.noj__KDM6A_mut.dn.ES	uni.noj__CHD6_amp.dn.ES	uni.noj__CHD7_amp.dn.ES	uni.noj__PRDM9_amp.dn.ES	uni.noj__CHD3_del.dn.ES	uni.noj__CREBBP_del.dn.ES	uni.noj__HDAC4_del.dn.ES	uni.noj__PHF23_del.dn.ES	uni.noj__CHD6_ampmut.dn.ES	uni.noj__CHD7_ampmut.dn.ES	uni.noj__CREBBP_delmut.dn.ES	uni.noj__EP300CREBBP_mut.dn.ES	uni.noj__EP300CREBBP_delmut.dn.ES	uni.adj__ARID1A_mut.dn.ES	uni.adj__CHD6_mut.dn.ES	uni.adj__CHD7_mut.dn.ES	uni.adj__CREBBP_mut.dn.ES	uni.adj__EP300_mut.dn.ES	uni.adj__KDM6A_mut.dn.ES	uni.adj__CHD6_amp.dn.ES	uni.adj__CHD7_amp.dn.ES	uni.adj__PRDM9_amp.dn.ES	uni.adj__CHD3_del.dn.ES	uni.adj__CREBBP_del.dn.ES	uni.adj__HDAC4_del.dn.ES	uni.adj__PHF23_del.dn.ES	uni.adj__CHD6_ampmut.dn.ES	uni.adj__CHD7_ampmut.dn.ES	uni.adj__CREBBP_delmut.dn.ES	uni.adj__EP300CREBBP_mut.dn.ES	uni.adj__EP300CREBBP_delmut.dn.ES	uni.noj__ARID1A_mut.up.pval	uni.noj__CHD6_mut.up.pval	uni.noj__CHD7_mut.up.pval	uni.noj__CREBBP_mut.up.pval	uni.noj__EP300_mut.up.pval	uni.noj__KDM6A_mut.up.pval	uni.noj__CHD6_amp.up.pval	uni.noj__CHD7_amp.up.pval	uni.noj__PRDM9_amp.up.pval	uni.noj__CHD3_del.up.pval	uni.noj__CREBBP_del.up.pval	uni.noj__HDAC4_del.up.pval	uni.noj__PHF23_del.up.pval	uni.noj__CHD6_ampmut.up.pval	uni.noj__CHD7_ampmut.up.pval	uni.noj__CREBBP_delmut.up.pval	uni.noj__EP300CREBBP_mut.up.pval	uni.noj__EP300CREBBP_delmut.up.pval	uni.adj__ARID1A_mut.up.pval	uni.adj__CHD6_mut.up.pval	uni.adj__CHD7_mut.up.pval	uni.adj__CREBBP_mut.up.pval	uni.adj__EP300_mut.up.pval	uni.adj__KDM6A_mut.up.pval	uni.adj__CHD6_amp.up.pval	uni.adj__CHD7_amp.up.pval	uni.adj__PRDM9_amp.up.pval	uni.adj__CHD3_del.up.pval	uni.adj__CREBBP_del.up.pval	uni.adj__HDAC4_del.up.pval	uni.adj__PHF23_del.up.pval	uni.adj__CHD6_ampmut.up.pval	uni.adj__CHD7_ampmut.up.pval	uni.adj__CREBBP_delmut.up.pval	uni.adj__EP300CREBBP_mut.up.pval	uni.adj__EP300CREBBP_delmut.up.pval	uni.noj__ARID1A_mut.dn.pval	uni.noj__CHD6_mut.dn.pval	uni.noj__CHD7_mut.dn.pval	uni.noj__CREBBP_mut.dn.pval	uni.noj__EP300_mut.dn.pval	uni.noj__KDM6A_mut.dn.pval	uni.noj__CHD6_amp.dn.pval	uni.noj__CHD7_amp.dn.pval	uni.noj__PRDM9_amp.dn.pval	uni.noj__CHD3_del.dn.pval	uni.noj__CREBBP_del.dn.pval	uni.noj__HDAC4_del.dn.pval	uni.noj__PHF23_del.dn.pval	uni.noj__CHD6_ampmut.dn.pval	uni.noj__CHD7_ampmut.dn.pval	uni.noj__CREBBP_delmut.dn.pval	uni.noj__EP300CREBBP_mut.dn.pval	uni.noj__EP300CREBBP_delmut.dn.pval	uni.adj__ARID1A_mut.dn.pval	uni.adj__CHD6_mut.dn.pval	uni.adj__CHD7_mut.dn.pval	uni.adj__CREBBP_mut.dn.pval	uni.adj__EP300_mut.dn.pval	uni.adj__KDM6A_mut.dn.pval	uni.adj__CHD6_amp.dn.pval	uni.adj__CHD7_amp.dn.pval	uni.adj__PRDM9_amp.dn.pval	uni.adj__CHD3_del.dn.pval	uni.adj__CREBBP_del.dn.pval	uni.adj__HDAC4_del.dn.pval	uni.adj__PHF23_del.dn.pval	uni.adj__CHD6_ampmut.dn.pval	uni.adj__CHD7_ampmut.dn.pval	uni.adj__CREBBP_delmut.dn.pval	uni.adj__EP300CREBBP_mut.dn.pval	uni.adj__EP300CREBBP_delmut.dn.pval
TCGA-BT-A42F	-6.01721123194677	10.1367377383129	18.4295078461194	3.11582427225915	18.2881183716481	-5.19528558966908	-5.1052124862056	-6.53489876206098	2.04066490232105	-4.39553207755879	-6.783759012503	-7.111056416714	-3.9973892080892	-3.70619798415675	-4.77644331428475	-8.41538127110105	12.2355163586878	10.3012728645853	-4.46233850454201	-4.34261147763602	-3.4453019626258	1.80042524492671	34.6421086288916	-6.28691799665602	-4.34299935096829	-5.30436266094623	3.80282902418473	-3.96655380409244	-6.48321662535196	-8.29267884312192	-3.35377996554508	-4.74474168605511	-5.68546484432154	-7.16809675697012	16.4223397210566	44.1807898527896	5.2796125508458	-9.33831889671558	-97.7612685344936	-28.3335688699616	-38.4770791283358	4.52904125143572	7.46369378617725	6.26891058093233	-5.70802194950662	5.59231878076601	6.86083115064954	5.74921728203253	5.31668122527447	6.6374865582898	4.22849349910388	5.30970709926841	-36.9853644374547	-153.679893452563	4.21391055672482	6.71149352242732	4.86102380211445	-6.69939979843519	-31.257138392768	4.7463479076173	5.3645589964712	8.07197376976329	-9.04694661185544	7.3386843244725	7.23706286631037	6.2600057279775	6.62121927093429	7.19173739550278	6.84157922335433	6.02431464269298	-16.3939248666803	-26.8842793868167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-C4-A0EZ	-0.599847177516152	15.2370298495677	29.4932373340891	14.1639403140201	-3.7953664531273	-3.53941657918874	-1.04360036884739	33.1943067430076	5.87664599613314	24.2260453442979	34.8334135359315	9.4551236580627	27.9620234977378	7.375526682785	100.786471484344	76.9366264222843	3.53731876620379	34.494750739137	10.0037664808447	-1.98777740548342	65.0205065591231	9.11005910898565	-5.54377098047392	-3.54582640206186	-0.603690486997152	14.7381379744353	4.78575019049469	179.559441253818	71.6995744571246	6.28060605496967	230.217900955708	-0.969654127469167	88.2089877040205	31.5624032425437	-2.09258050966022	83.8249891532914	-7.10595489035767	0.834014220463966	-132.929541666298	-57.3579838937781	-8.77549583629179	1.3297996270785	-11.9013711948376	-29.5812909338516	1.12277182330555	-10.0977618111567	-23.8910340804132	-11.886477616794	-10.3034427694528	-9.80085343903627	-183.522937812643	-58.0373608475321	-17.9045224372328	-218.310679466885	-7.71975731534141	3.60243903324655	-28.9754512581233	-16.8483487550461	3.09042561408133	-4.11119867924915	-12.1694204033075	-18.3171732823827	-2.99631371830906	-14.3013988945064	-28.1999971988258	-12.6387433977117	-14.4245312102972	-7.53042787028978	-104.385553295092	-54.4878130085093	-3.86299825745938	-27.8526252694831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-C4-A0F0	-6.30146977482422	-1.12194494080398	23.3774443199297	21.4134228635874	21.1545016702559	-8.26703017682771	-5.91157915779122	-3.29156868042612	6.45322777153113	-4.93241899452025	-2.85896228766795	-6.72786656040425	-4.72208023575168	-4.3061384849858	-2.38063230464329	47.6973624826629	26.2644802637171	48.361118827559	-2.92990580772873	-6.49111330543223	-1.36042682920875	11.6606991712106	30.8200128127004	-9.97708507330928	-4.37535944915822	-2.44272479628321	7.53705305855212	-4.03804154983887	-2.04652100857188	-9.77507808571967	-3.80032761123812	-5.42390863190142	-2.45963590953059	20.4655855624143	27.6023131584278	186.625392119738	5.70709750638876	3.62045930503166	-101.170875849928	-100.948382329241	-43.1602017293386	6.79447763249985	8.43752162137413	3.65651752728191	-5.43945010152931	6.17034095411885	4.52465834980288	6.70784531635808	6.14631717470353	8.24598544975067	2.05550781185102	-30.4232191346152	-61.5000163553971	-414.806324209313	4.28697545351022	12.2162835550583	2.69245923217772	-23.7658060361788	-24.9522947489762	7.18138608118271	7.60007640351201	3.9465084725072	-7.58172836537636	6.66448677519588	3.94170909901907	7.2195346342618	6.55544213341016	9.76115969205106	3.40895411718937	-34.76927456997	-24.1060951964068	-73.0047352488457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-C4-A0F1	-4.58403505764102	-1.19626362930249	26.0020763495186	15.4262433745787	21.0050775188373	-4.76382121644816	-6.2768335006539	-3.56707739009997	3.42401989658907	-2.55260311384411	-5.4531811344349	-6.51531639462679	-2.2232812153258	-4.72204916352192	-1.69196512613202	-2.49693029745581	20.9999788073185	32.1878203109557	-0.833639820494955	-7.3193686170891	7.33963980118278	7.39048429160305	39.1935902280654	-7.36733429588915	-3.92231472298306	-2.71259012961867	4.3801266033357	-1.78214962038178	-2.34612225274	-8.85676422664256	-1.27107993450567	-5.42175018225231	-1.60116587552394	6.00556134935625	22.6933027606922	133.257264314021	3.11871913561787	2.91445298584847	-136.121531130428	-80.2490767522304	-45.3888970285285	2.37855473858252	5.69645810159374	3.12493231769303	-11.7636248326387	2.87450663546181	3.47214809684027	4.30604747141682	2.76441356246466	5.7804429066925	1.59428735522278	-13.6559793175902	-55.4339832321744	-351.682447559417	1.56960303176296	12.1436459735492	1.77239649780232	-16.7744336353258	-33.8837013766708	3.58400165438264	4.90824855647852	4.15021508978547	-9.86109982400177	3.39484122358967	2.38130837336474	4.58977344702986	3.00003178646341	7.91229164073796	3.40679108999867	-15.0959162529978	-20.9958508340699	-60.6149357677377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-C4-A0F6	14.1776233559475	-1.3385554666	23.4333243062128	-1.73617192583838	-4.1082994964301	-0.705751049119901	21.076565497104	17.8829639457668	-2.55649223138636	33.4668095522004	15.8376575182734	8.95050206325964	41.7469710058092	31.9766815838929	55.8999043503829	30.0926739822354	-3.6270652720413	14.7485760640909	18.8353971674187	6.76215396398103	17.143818038017	-1.98163355675107	-2.79526482362606	-1.12071053157211	69.2735845391493	10.7846458661121	-3.86862424865981	86.3376571679317	33.6917889384425	2.36424657244266	119.183191441811	35.9708780290724	38.6464840181355	9.66260519305044	-3.42309568647467	71.5784094739494	-4.06410655771644	-6.8270374208267	-90.6273921855527	1.93724614726305	2.15631423105481	-4.83058152374409	-20.835948903945	-19.0781644436467	-4.43230023844591	-4.96859974666244	-18.0347773125735	-8.3249179816291	-5.19217218245733	-21.4514200530651	-111.140728943705	-34.4280396517435	2.60414244220685	-153.451835676811	0.788001116549668	-8.95065380387974	-5.27205031449353	3.49037113474906	1.12191694853517	-2.52720552779373	-28.8577959804017	-11.5729865380166	2.06720279782844	-8.3087442845787	-19.8164224670026	-6.35355305042832	-8.44348111427339	-18.1672456422712	-48.4325914116734	-26.1544306160194	2.52368138275993	-31.1791855483305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-C4-A0F7	-0.759015441602898	11.7956242119152	16.9261447526642	12.3270270843119	4.53045234043525	-2.77573266311117	-1.61593889929411	6.85299320021518	5.58668963925233	-0.219671661527514	13.1343437088795	-2.22504888801319	13.6461647951187	-0.784311729695794	39.332640978258	39.4704950301741	8.72776097820755	33.0022819164029	37.1770338039257	-2.92535281262022	34.1328372806021	6.73079179162675	6.43715411225169	-5.00015068412983	-0.300864501623325	5.66130633667287	5.2188527507595	82.0135059290697	37.8333610046698	-3.36186588463032	134.148662043535	-1.63578408902567	38.6037038782573	17.9579295447274	7.74899902957289	129.318466191533	-4.1483832207841	-6.15557527618077	-41.4668671170643	-60.5290488711775	-18.7467399127842	-2.75724232623897	0.896753918464474	-11.2127811545485	-4.2847430406378	-6.04497006048743	-11.9420793566334	-3.43837380524711	-6.44356041919491	1.18459640917743	-49.3620468521209	-37.2040404937824	-33.7493200965649	-261.269240270621	-9.2832199556214	5.69552634134754	-9.77100962157089	-13.5694663928623	-6.74070919072357	0.788665174102377	-6.77500116489103	-7.32738884337839	-2.15331643892172	-9.54940060336601	-16.4302236781067	-4.22607002099146	-10.1949873334531	1.46272314054355	-35.5330214796011	-35.857263155356	-10.8194592522007	-50.9955461845778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CF-A1HR	32.6182413787129	-3.33703128366432	-4.96940706334942	-7.8416952353005	-9.34546429266303	19.8948020675776	3.22333379223611	-2.31403299727483	-8.91459254440266	55.8522589233758	-3.38378121219699	2.10815282445549	66.6887053770648	-0.725855905156014	-3.78574703703679	-8.37169126664051	-10.2782556724113	-10.4613086887553	21.5538175636082	5.89403196662775	-1.57579016111052	-3.8694525155469	-7.14053887470258	8.21208411255213	4.60737558610898	-1.8200166581774	-8.84043446272008	60.0646187024779	-2.43465845161595	-0.653563753467139	83.3407368353526	7.98618641120639	-2.43480573066181	-4.28638569347568	-7.41039935558513	-6.37417498276454	-10.6145808809929	4.58442248212659	3.26945631480792	6.74434658707422	7.59341875395436	-9.41362106504134	-7.80449468338011	-4.21544015861552	5.33100252843142	-11.7203114352971	-2.66107627897586	-6.97542370259667	-11.7032431372251	-2.93244852992515	1.73906318657527	4.4668059017704	8.44092102230473	8.13186366692273	-5.83487738076583	-8.6524501431326	1.62617434826058	5.60859751497407	5.56804992733632	-9.32017232191029	-10.7690612041868	-4.90553342633585	8.48351861499583	-9.57474233878816	-2.37294870896791	-6.26362740701977	-9.57838716195355	-9.19941369760812	-12.5463416104316	3.84222438073751	5.79132552401922	5.43740476538096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CF-A1HS	-2.71435266308382	-0.933678334874861	40.3308084401971	15.6556841804305	24.6170563406148	-5.37248207680442	-4.74682075466795	-4.1279561930493	11.6336115534247	-3.15335100906767	-2.25162185050617	-4.70322679424161	-2.80061225499715	-3.00681701145371	-2.30258673640517	35.3752057825743	23.651190563775	45.9981127561467	-0.626135651886166	-6.30329794926914	-1.32251364352948	7.49911695221919	47.8565618056936	-8.43086470843227	-2.92780586412995	-4.85501323963031	10.3542266033584	-2.16957086294402	-1.73042467453681	-7.15491417145741	-1.64624896137285	-4.01098132737402	-3.32457910457397	11.8838568272126	26.7597824196093	188.495192973632	2.14679844219406	1.06806188228262	-243.560788436779	-75.2254200182627	-49.1478215153947	3.58888226536347	5.11864661982461	2.4759451778119	-38.4000054944921	2.43326234068494	0.851632249319558	3.19567305208235	2.10622989861794	5.08684287156994	-25.8870756367739	-21.4545350146537	-56.4731080297035	-403.950250585094	-3.43398733381072	10.6577296751862	1.55312409060776	-16.7547470884471	-44.3519060057677	4.00890979717947	4.14072361218335	4.86157325873288	-16.4552759615567	2.51666017957006	1.73481455687244	3.52886540039645	1.79119919875747	7.33337553462934	3.59490348766283	-15.6145058760424	-24.7599551385634	-76.6622374426336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CF-A27C	6.79363522116973	-1.15765732066106	-3.67785578316133	-6.31543645758227	-9.37290966443982	72.2611160849592	24.5848982648375	37.0324044459078	-6.69108026373801	175.016077428182	13.3538998419902	22.1961746586597	210.628672793679	29.563908893513	64.053865087647	-5.90509851183581	-9.75054434176438	-7.39716329949057	42.3007901964681	3.90225680841245	18.604277331767	-8.98765088485786	-5.55615790354187	34.6285583208149	84.0885167296128	25.8914372428671	-8.08796071263095	352.538280563347	29.3858597853356	15.4616239063021	467.551137902248	42.7370065626338	76.2011728135562	-2.82426659027856	-7.21283164658208	-3.53197416323239	3.97863186040141	6.91630544919138	2.854779886627	6.64121258234456	8.48131449709143	-29.4997196518938	-30.6937655509175	-34.1658526556771	-12.1951425346754	-29.3871725101925	-17.4786544076216	-22.4526037162211	-29.6307929338696	-23.7692401252579	-142.624114983027	-11.9244889859239	8.9823927378939	6.09060209589418	0.94819647638411	2.61526562095791	2.19599856848992	10.9458548430768	5.17706858756592	-27.3979974414405	-40.0618965707526	-28.1385140719497	5.91885024619901	-23.7717335270887	-18.8953478905271	-21.3869060352825	-24.4226306436428	-21.8014587821281	-94.7034367014154	2.38687408712744	7.4812328113848	4.66899706395064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CF-A3MF	9.78641868765679	19.026633899141	-7.89837441577901	-10.5257038969583	-12.6853253851231	50.3340136930053	22.3518862673854	23.9064109923355	-8.80995037657695	109.414234009949	-1.34303034625255	16.2542416043901	128.24523814752	29.3258690670544	19.8006900708366	-6.38049371807536	-12.9895360237846	-10.4374610172596	20.2201050254758	12.2380995647306	-1.69485442459645	-9.78442978402756	-8.99877283944685	30.4938441401748	56.7510690994753	13.1910987624601	-8.98857865990836	208.296093781235	-1.89238808560154	14.4501967739671	263.846560753797	40.2577832755486	24.4159762260491	-4.82636628966012	-10.1785688030025	-7.06957687925609	-2.81483742153902	2.03687668041976	5.23004362561608	8.97723214265765	9.60334455016023	-19.5169573047012	-23.7916429045645	-30.0981908686648	2.80418931245815	-17.6712952616949	-10.7670764147126	-16.7174341454253	-17.518848998695	-20.6721882879873	-84.4101404512653	1.70814779966664	10.8020451400874	7.93323349658426	-4.99280453882214	-14.9186799308865	3.04583075697247	11.2218221021834	7.48207237960637	-20.9772819413074	-20.2443608507897	-22.510546629438	7.66269464542307	-14.2246641319809	-7.21685419213958	-18.6676960727134	-14.1796162732895	-16.4711974237932	-57.1587586258758	3.86338307261417	9.12065183172682	7.30027020089004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CF-A3MG	28.0350071809809	-0.849621093920282	-3.03990917031937	-5.04025694152561	-9.03698815116694	56.7345372915424	22.0160855646269	35.8942032439192	6.59265614315415	139.542629608511	16.2935844838516	20.9856620322816	167.227410992377	30.4696275021923	75.0242167313778	21.4777324278992	-9.29568991488089	-5.7187607135199	33.5819203756894	5.85550489698673	-1.00651828730795	-8.77669078375767	-6.06681847096591	27.460996983706	57.5562173625006	26.509607756859	2.64709863597677	234.088486199974	27.1650579351209	13.2592433102748	310.122085926161	34.1914054443289	69.4887754742086	-2.36948355832717	-7.7015515023747	-3.86800135443166	2.1889506469885	6.33832210233932	2.9855826413502	7.16998645113496	8.09626105923319	-22.267024221322	-26.7292595035958	-34.8895330421174	-27.2063864136437	-26.351379339781	-19.7302692732547	-21.8631905121946	-26.6729764879832	-20.5976691042295	-143.485394371321	-17.1385487670184	9.06788549198455	5.96227957072077	1.56208227991681	3.24294425276332	3.92190533521374	13.3723512105966	5.28853027855562	-23.2498018932614	-29.1464135737755	-28.8594996992287	1.49139469825777	-20.2377866669224	-18.4741667095277	-20.5041222689593	-20.9939148361933	-15.2022513982411	-83.7399647118285	1.86057235010913	8.34618747320654	5.26920198856582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CF-A3MH	7.41492810457217	-1.3072724503957	-8.25111195650818	-9.49702706809873	-11.3169546384592	59.7751566728049	17.6011075004885	36.1229838399801	4.82859741840218	120.881129680482	-3.2963271749586	13.3345000772547	142.601261842827	20.9460115319985	41.4730652341672	-8.73086232936624	-12.3672778001119	-10.8485172028505	-1.19275070708386	6.11280501559472	-3.36691180555294	-12.2793594592764	-8.35958868936911	29.8293174893412	38.8055949546211	31.736624441623	3.53950970674556	194.638785262787	11.1332424616286	10.3330525207514	253.554918303422	25.2642449051663	57.0001743631761	-6.85976303905384	-10.1620995782172	-7.66037124888375	7.2269455792044	5.6542739423583	5.45977471183245	9.21563354382769	9.15229752938614	-20.6990432237612	-24.935297495793	-31.1332927840575	-25.0636757455548	-23.4915740062999	-13.2514844497863	-17.7688419926451	-23.6921852503107	-18.3296423378935	-101.020191972085	3.15001230257304	10.5139869270698	8.30847835357735	4.51784753127509	3.14274691702314	6.69980723363854	14.8356214399857	7.06550933044141	-21.77685044038	-22.2789411139957	-29.1989223280298	-3.0529760495043	-16.4152445431586	-12.5536680891477	-16.8803144452535	-17.0664262264998	-11.1778860007058	-66.4524888632367	4.53904965240932	9.82610647388059	7.78490658003308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CF-A3MI	9.74436731200685	14.8621190035712	-7.73116445521935	-10.7782899425253	-11.6118464489977	60.1164848999833	17.5131995633089	22.8450795460185	-13.4395278280927	87.826414755559	-1.59679207850101	6.31191589609503	102.269936157081	21.3375968804839	21.3457334271965	-6.69282443167975	-12.4517871019828	-10.848926354504	-0.637790215399153	9.89589781738863	-2.86292432966634	-11.4762601670721	-9.86249719401781	30.9175504945953	38.8526974830568	17.891472507137	-11.4739251153062	128.413036994182	-3.37730165239215	8.28956295658872	162.783134261545	30.2676011009283	24.0552573456534	-7.29178186254722	-10.8262979435082	-8.67691607384745	2.0189291661321	2.03907227551593	5.12478899308958	8.49920226007279	7.85833350023726	-19.8218787147129	-15.6500427120102	-21.3544833580686	5.84489951866821	-13.8902897181592	-6.78853314684846	-11.5576550709147	-13.6171997240943	-12.8117282361805	-45.0600560297429	2.40243303892354	8.86922398775807	6.99448008350891	1.59879884579141	-15.2151027538731	4.76954480679712	12.4107024354502	7.32581291659222	-19.1274884863807	-12.6616679520064	-19.8867144995579	10.259099788762	-9.45406796991368	-2.88419737422883	-13.8749945124082	-9.13688246206193	-11.666679791623	-41.3700794791311	5.16425935095176	8.5449287089557	7.27873920254258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-CF-A47S	-1.22848858175077	-2.66020078511059	-11.0095625489577	-11.8330881290091	-12.4160207175665	68.0171648910529	17.5055979917281	33.2620141997277	-13.3342353865674	104.137231283983	-4.96905836928827	7.70717725372616	117.216396324537	12.1326473323061	-2.22366487398927	-11.038819744018	-13.4364399362662	-13.4742826393749	-1.80359663752478	6.48263953027907	-4.94687010228641	-12.7467782630513	-9.34974982249211	37.6195816984119	38.9826825089781	23.1825822472132	-11.3621762825986	177.663214825872	-3.87102185050732	9.02255545541678	208.478628650659	27.1104425800437	18.1460956182047	-7.83148321781561	-10.6044267865173	-9.60309327217606	6.36829902988888	7.89394519264358	6.82278722849626	10.2359389292027	10.3993443380613	-24.3028943446857	-21.4206065115633	-25.2810281673039	2.16769436615853	-19.58427709065	-7.05943840759139	-14.2911846311184	-19.4299228995183	-12.47559715316	-59.1681973931478	4.06677311709362	11.469519643242	8.89548388519443	3.82317795922699	2.59797072995477	7.47471313952632	14.9610346903821	8.18263907601465	-25.4775888766893	-22.5983266599077	-21.3321750489109	8.39459802348657	-12.5582972969802	-4.33061758458753	-13.9531531140774	-12.6088236679836	-12.5096594029089	-34.6600104582733	6.44836804190108	10.6559817673344	8.72795627803857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
