"","ARID1A_mut","CHD6_mut","CHD7_mut","CREBBP_mut","EP300_mut","KDM6A_mut","CHD6_amp","CHD7_amp","PRDM9_amp","CHD3_del","CREBBP_del","HDAC4_del","PHF23_del","CHD6_ampmut","CHD7_ampmut","CREBBP_delmut","EP300CREBBP_mut","EP300CREBBP_delmut"
"CRTC2",0.0106146181221688,0.259218883122234,-0.00204373273552045,-0.12108537809674,-0.107293406660586,0.161018823826245,0.145678548598152,0.147129851502065,-0.0047099320075014,0.0611291115390065,0.168359087746403,0.145093892972507,0.0578909780693184,0.182814870359815,0.133836312679977,0.137909996604085,-0.140207627838866,-0.0276224605291195
"CRTC3",0.169787951464925,0.0347901017396199,-0.126083132411336,-0.0357945644872151,-0.0808455579777311,-0.0836656511904606,-0.0490764420003597,-0.0588744151235162,-0.378111935137679,-0.0593214319663335,-0.118319881012244,-0.0242919200203826,-0.0639274723123422,-0.0422840829140268,-0.106827661048861,-0.154696804200616,-0.0630726630295162,-0.138677522756338
"CSF2",-0.216909642711601,-0.226307091122011,0.211477416861148,0.321420367910579,0.45117511177106,-0.446935864735293,-0.463509660587188,-0.419292098825636,0.154577648779159,-0.434896290008126,-0.391377490659888,-0.42735292655904,-0.431986061680035,-0.46567109493638,-0.373317951779152,-0.170371977589863,0.428915661626085,0.309589405364995
"KLRC1",-0.405807333378086,-0.278858088525156,0.211322918437718,0.297100684335568,0.431935963427133,-0.424804775719946,-0.494820900662267,-0.550226300269004,0.112510838732557,-0.397697902741476,-0.51466350247811,-0.486613468995058,-0.394479510014324,-0.508660784708477,-0.511724973830224,-0.355478457851435,0.413393885657569,0.214727681023782
"FUT4",0.0847780693890287,-0.0385847976815904,0.12457087266522,0.341010243929847,0.295224057916421,-0.492848967320418,-0.411669648545817,-0.315987371862534,-0.0895542588337065,-0.483965346830297,-0.23311698660469,-0.345401610179404,-0.4857873380094,-0.363433527535354,-0.301172385596375,0.00661690939268963,0.31962110640379,0.242020395982714
"ICAM2",-0.267775103529454,-0.226123911655337,-0.460310028266306,-0.10376003005084,-0.134248345595965,-0.142599786350685,-0.225535898986208,-0.2495187943196,-0.456490419527957,-0.25807501472682,-0.35434371390074,-0.285900841416446,-0.272330788223209,-0.26044226044226,-0.398590077074185,-0.374052209447003,-0.107094280976059,-0.284995499794867
"IL32",-0.370516889285766,-0.215224474896559,0.180961428983865,0.420487718344759,0.559405181366925,-0.697199625000574,-0.740251410753352,-0.738170750539512,-0.0536204653851713,-0.751874732099096,-0.702207980505118,-0.752812407350017,-0.752845801098354,-0.71634643416608,-0.70984843478731,-0.40807690527236,0.55423303747768,0.280508546149277
"LAMP2",-0.257906102433644,-0.299999187242104,0.412321621727633,0.587729617357116,0.650715880688554,-0.609454635918033,-0.58437222050051,-0.642425043403039,0.323439124963647,-0.501217369979056,-0.463898001004286,-0.539631488502479,-0.491238646567282,-0.586044204841846,-0.518951217210961,-0.148852014809156,0.650598914226125,0.460756515049626
"LILRB5",-0.197622974581835,-0.133215883922619,0.192333510623519,0.471838136430872,0.544804893262136,-0.746765698275898,-0.761245864265804,-0.680350035405768,-0.199315808004844,-0.789408014950506,-0.630082989210595,-0.712215270246209,-0.787356861291419,-0.72029726444674,-0.650337005217597,-0.311455995319928,0.560332191835432,0.312179791595615
"KLRG1",0.0436087401234539,0.0520992406537822,-0.0573447140741923,0.138608384099881,0.101081198649376,-0.323458316172768,-0.340344083126257,-0.258813616251174,-0.422477934928943,-0.409508427688584,-0.251487127405488,-0.292994886511625,-0.417782487066258,-0.30281106701613,-0.290475334808074,-0.161217208502861,0.132615526127856,0.0132889567130115
"HSPA4",-0.0256380944573092,-0.0488550538169408,0.081474915287658,0.0903246119699449,0.128686431289624,0.0890749083615472,0.00474049877185214,0.0906693273297617,0.0220160212249958,0.113244914697525,0.0559981356040611,0.0494162101382006,0.119389894451019,-0.0193844525068457,0.119163382359125,0.0881621459070042,0.12127390259132,0.176586671265227
"HSPB6",-0.0150685313924204,-0.0132636788037335,-0.234015437452803,0.0689646277162457,-0.0251612175961378,-0.378714612786237,-0.394988146102773,-0.375819427811374,-0.583764949002976,-0.474642130330322,-0.431661019177199,-0.453316069884458,-0.485009387353699,-0.372539773014388,-0.462993366128703,-0.368125790892942,0.0475592350322683,-0.191321265174278
"ISM2",0.209000677150685,0.301175804624715,0.013459050297745,-0.0184019813227912,-0.0670744563393533,0.106684788064363,0.173729557660943,0.254509040166729,0.0875259715076714,0.0891279953765808,0.304673627421221,0.195119916069446,0.0890486540223849,0.212512283077764,0.269022234893107,0.306477273751462,-0.0680278778907212,0.0896690716049727
"ITIH2",0.103880010120994,0.071628266365332,-0.229267438329327,-0.239933539128194,-0.269563802397031,0.178369213493959,0.201298754294542,0.186186557628189,-0.170862603443247,0.177609791664408,0.128463461050781,0.188131081718778,0.173491843259685,0.198443320997448,0.1267639874163,-0.0345368663262987,-0.26717834989002,-0.246536728627724
"KDM4C",0.0650450144193852,-0.0695411557629305,0.143207764594216,0.101894750679448,0.102563685765182,-0.020369656426035,0.00971864088504388,-0.0171327597618407,0.0910089187811035,0.0566485186073853,0.0323668464039527,0.0680011562364504,0.0609163809940453,0.00913910916787373,0.0286900003569067,0.0293036325684104,0.090510132794039,0.0967203098657147
"KIR2DS4",-0.23732555955742,-0.117192127485972,0.217452483759615,0.306902549607476,0.419399164899137,-0.374149470858491,-0.432620885695288,-0.423301169045384,0.0294497237255895,-0.39013636798731,-0.337515352820688,-0.389753949983856,-0.385829603987359,-0.414901191897459,-0.360941713718747,-0.1665208848361,0.400818192774152,0.274590648682714
"KIRREL3",-0.00764631887039839,-0.12428851215194,-0.167761269350696,0.0764730089172783,0.00821438724484681,-0.305744290117746,-0.255489923640845,-0.242599080048861,-0.263834450829441,-0.318746517930791,-0.256107712374496,-0.271750692859852,-0.324864422342854,-0.25490796541516,-0.301777543239512,-0.217510116018907,0.0435458337409294,-0.100123532875567
"SDCBP",-0.181399081442228,-0.308006972756002,0.0650418340624007,0.408381689483372,0.40698745631868,-0.404057817476486,-0.446553217443481,-0.358243891682695,-0.0166917502599942,-0.375062149476072,-0.379628081986776,-0.391217479524685,-0.376571405551702,-0.464199604858313,-0.352594870932279,-0.175930104234433,0.422058461322089,0.256235354897803
"NFATC2IP",0.19048324110887,0.184282605108148,0.0265015613785929,-0.247945754417781,-0.217420511394336,0.40125733646516,0.437499977914188,0.370045313019569,0.177562157426964,0.454272650590787,0.373997790005269,0.455357859068488,0.462187322319639,0.431827104486388,0.389096181416043,0.1836779839081,-0.263193092547328,-0.107909512483078
"MICB",-0.0608064819915819,-0.051795823908581,0.362063853794042,0.383417123960774,0.471078010269726,-0.416556973798452,-0.372304073224539,-0.344154733554992,0.276259765904524,-0.364170133550257,-0.19736235326628,-0.270165318489783,-0.359094283803043,-0.337494535970014,-0.247789740239043,0.0252382529097616,0.44171200736712,0.405182603729993
"KIR2DL1",-0.134477002595564,-0.0250981109526016,0.200256030001241,0.254102608991531,0.361701032990034,-0.34055735257901,-0.371108520742933,-0.380873498932872,0.0141764534674774,-0.342679472476589,-0.31094457221886,-0.340668908483138,-0.341227376620472,-0.343331395736429,-0.328753675485055,-0.190876873906533,0.333084779357238,0.199828595783043
"KIR2DL3",-0.273740831090433,-0.111829988818807,0.199260801578446,0.374946178315664,0.473027730617813,-0.449312653986014,-0.498511637384259,-0.483981835680198,0.0155891748297508,-0.460364672629859,-0.42664945426053,-0.466954589827464,-0.458052968139023,-0.475141294297773,-0.431064634926241,-0.225059086829034,0.461869006530277,0.305007284464065
"KIR3DL1",-0.16300997807903,-0.112596241948254,0.140451620225809,0.220878016497838,0.320211333859286,-0.33161472868066,-0.379559366855181,-0.377922741766356,-0.0792378924258889,-0.356990894485519,-0.334492260443662,-0.354918959874834,-0.355637668514488,-0.360996724639657,-0.3502427781025,-0.197300404373583,0.305274023322275,0.176630474904195
"KIR3DL2",-0.237059137465391,-0.0980837360068624,0.203555106903,0.302786154578999,0.407307925020375,-0.396723363040252,-0.420277212389643,-0.436171287491633,0.00927427834104804,-0.389674779510259,-0.375656073646148,-0.395296945832047,-0.385315141823981,-0.402473578766992,-0.385297726371625,-0.214049016870599,0.390975163839574,0.240456158937778
"NCR1",-0.144771386772568,-0.108840041623272,0.328756943529084,0.38856414297289,0.500075970689661,-0.44289759082105,-0.436733358134451,-0.457729541521372,0.0635445551912382,-0.387985557665775,-0.363740008477603,-0.390104355526893,-0.379606172415308,-0.418159755034867,-0.372648247575702,-0.170002514756127,0.47982932450183,0.336968485103794
"FOSL1",-0.412892142433348,-0.211969202836454,0.130017764060623,0.340097128102306,0.419879563414728,-0.339653468302972,-0.405194618411935,-0.391005985785218,0.276530626307701,-0.333727756494907,-0.378373077783404,-0.425566748448958,-0.328545541475212,-0.41863410028231,-0.3555600237608,-0.142040220207918,0.409469194885562,0.296773598513854
"TSLP",-0.0984022856874298,-0.153578833944978,-0.150009501317331,0.0536861091624063,0.0329106903557346,-0.092083269174043,-0.180954465853256,-0.166377386670399,-0.248985399774885,-0.0946559131720066,-0.287366658000194,-0.203058390564305,-0.0968578688620323,-0.216310320886564,-0.2114851005121,-0.292348245940209,0.0668489011379763,-0.105065134158513
"SLC7A7",-0.277708595197449,-0.136487316913032,0.197571550081258,0.478639662373303,0.591425192173071,-0.764635914499283,-0.796545319556969,-0.738577129487528,-0.195038042370129,-0.83495184056093,-0.683730813171342,-0.776146156485578,-0.8362891806729,-0.750149035062022,-0.704967470248644,-0.371512694394904,0.595919920024623,0.322785914976336
"SPP1",-0.169429631244675,-0.135549641662111,0.249884005313316,0.387786051024941,0.479278737440682,-0.498943768108158,-0.528637524466663,-0.497685583547801,0.0544678538350335,-0.522516574077052,-0.425506321666253,-0.517064205400176,-0.519449826511526,-0.504533775567862,-0.447483471861438,-0.185531248597551,0.478524816148863,0.28946955532602
"TREM2",-0.303542281609303,-0.15452170787997,0.200327859467799,0.412927479733175,0.515867861114517,-0.664539125635055,-0.728022054715568,-0.710674090797778,-0.16260299497751,-0.745500589956221,-0.651878477852877,-0.730201659368925,-0.745970576043926,-0.69499086707486,-0.677801037573798,-0.39050985009564,0.527807451293716,0.247358978554146
"UBASH3A",-0.284524473937585,-0.246862210771515,0.132378302536793,0.267762946008599,0.425816048593263,-0.541262491268814,-0.604078663884947,-0.640617867132539,-0.248992861814147,-0.565240597976977,-0.651688470918299,-0.599885653596173,-0.564990047479116,-0.605125834213276,-0.62873138399285,-0.501632752930898,0.407454920059811,0.129240148716445
"YBX2",0.145576794070756,0.453861338203574,0.124297818662052,0.0131123522338514,-0.0215002372917853,0.0437256973118188,0.118328698144627,0.174949110152882,0.147177959267825,-0.00954749887426258,0.266689431681584,0.152983984230203,-0.00814965062928582,0.192109149308206,0.214808337826616,0.244976860772874,-0.0247505681663537,0.0756088893536192
"CCDC88A",-0.433847161231024,-0.352626497815625,0.211632968428596,0.633365443159776,0.56558867877723,-0.549147646659512,-0.508381124086575,-0.504805872776533,0.221542607419207,-0.409331379416235,-0.415935214007988,-0.508242248498253,-0.404549889376583,-0.530712884085529,-0.428005905569547,-0.0778219219179956,0.615753862985274,0.460301724000847
"CLEC1A",-0.0047993355880593,-0.129186901504826,-0.244548878930739,0.0375336913561472,0.0615157043163675,-0.349634150710145,-0.400715368329306,-0.376159919310806,-0.522527993437157,-0.424800212836567,-0.436164865649568,-0.372842276769961,-0.435290267440206,-0.400975539210778,-0.469775321462327,-0.381003249839094,0.0664140726915677,-0.143195402864451
"THBD",-0.194917542177718,-0.188767968575246,0.137694969134635,0.165591117050919,0.210653065104381,-0.213250533328198,-0.275516269116154,-0.305641670592052,0.0643306709033733,-0.157874687574098,-0.347666907784842,-0.31768373894075,-0.14966424264569,-0.302798784820934,-0.267619266037215,-0.27275642599963,0.238586670558481,0.078709594889661
"PDPN",-0.278329294868918,-0.27765099539873,0.0859599253817577,0.394168674119774,0.449443985255865,-0.661548529950658,-0.714938596140955,-0.652931882760734,-0.205852492922822,-0.703903817523838,-0.690934851800665,-0.750519369964214,-0.705938009188405,-0.718594946554101,-0.658984808848177,-0.424262095339328,0.485552168279049,0.207032405364061
"VCAM1",-0.0141363334229723,-0.0667535728660423,-0.000247361098792136,0.250198507281781,0.329278083700635,-0.591643223313006,-0.615109133949922,-0.560130479445883,-0.497120010064063,-0.665238274112142,-0.589083389313506,-0.595861260106909,-0.673034212513574,-0.579674656547949,-0.593425106656805,-0.409927873037322,0.337594540528526,0.0721006363894326
"EMR1",-0.410131867735725,-0.214164140182528,0.178473827271313,0.408811653384587,0.516449584603886,-0.576021253499343,-0.631131898313222,-0.654764653977328,-0.0437844000934506,-0.593698026084951,-0.643116306638842,-0.670964136387632,-0.592721823690674,-0.630768450652583,-0.619900535164871,-0.393859589780363,0.520140071374796,0.252402120482538
"CREB5",-0.270610921840607,-0.225517700276797,0.153476607237574,0.594826407281463,0.582221239060014,-0.724549281575026,-0.748714340689028,-0.676229941223469,-0.0870242848525604,-0.698653931574973,-0.611354545843256,-0.716486016500399,-0.695706800769364,-0.740751080172912,-0.640501104113933,-0.259452639360593,0.626923100028235,0.383293973470876
"CDA",-0.268790344153497,-0.15943677291297,0.0876384471235615,0.386137035928493,0.46234687022836,-0.578900592995228,-0.588656161358592,-0.558559206409055,0.0553042877219492,-0.610402205612906,-0.500650206316825,-0.609587150792386,-0.605526718355713,-0.571358023033559,-0.537153637038579,-0.238535608160231,0.46177140230067,0.269394081921049
"CHST15",-0.315268257811045,-0.219944124661513,0.24671106916181,0.6493138733179,0.668634895371556,-0.766622754182081,-0.799851300642326,-0.715838813854059,0.0294269597448082,-0.729780615441481,-0.654278940630156,-0.782342728696821,-0.724319235753149,-0.785767796482596,-0.650361977630782,-0.271081437987809,0.71084158959896,0.448940428733324
"S100A12",-0.11902649180961,-0.0494115986378754,0.256258865626991,0.163694445519545,0.274825022228126,-0.231145747521219,-0.284388907982105,-0.320865252852907,0.0830590193414035,-0.248542204363612,-0.301301140928904,-0.309600973499493,-0.237060505742353,-0.278654817133073,-0.256176792282892,-0.235655364151507,0.27043723459839,0.13864361127555
"APOBEC3A",0.00319731888838749,-0.0546281084897509,0.250783162907426,0.132588905996068,0.296468637616344,-0.225047360816094,-0.293593594902382,-0.313872257781362,0.010420439659617,-0.257422864858504,-0.266797673816227,-0.253784006408773,-0.24840266570455,-0.286284251119574,-0.254674683050924,-0.225084111607914,0.2519761501496,0.135196975409833
"CASP5",-0.408895953744658,-0.180939456218132,0.321093385871849,0.52288704001694,0.623290226847194,-0.599230587905097,-0.664080315871261,-0.641174084621056,0.0786123427748454,-0.613191177678655,-0.56882125756805,-0.648659291709265,-0.606843991163513,-0.641973051820023,-0.560157772909849,-0.254527099556812,0.622907606456422,0.436513953374934
"MMP25",-0.196470969878132,-0.121420905758602,0.249899023665743,0.333979358069679,0.475892894057715,-0.545037565316582,-0.565619245541581,-0.557917481044189,-0.050281797297474,-0.574782560759837,-0.536691425156836,-0.56016581674571,-0.569340439899911,-0.542476494511587,-0.511537628393662,-0.311326735388292,0.457090093506029,0.267760438550026
"HAL",0.0621473029565705,0.125791000889783,0.154695860286265,-0.0387656234602938,0.0200125379902426,0.0762841627612845,0.0730595543867763,-0.00129408393067937,0.146576914817298,0.0780842893431744,0.0176528314235819,0.0509291996306785,0.0868391452526817,0.0872709777385611,0.0448471465091814,-0.0461952978460306,-0.00449024507514401,-0.00881864131351818
"C1orf183",-0.11199874481911,-0.257278688675208,-0.0560142140754826,0.0976005620044165,0.0660432931395106,-0.15705309535311,-0.136358689141661,-0.170210232197863,0.0184483674344166,-0.0562278280529395,-0.173390059122836,-0.151544540369508,-0.0481140306395592,-0.184207336659516,-0.173924712469226,-0.163309740974059,0.0995303319479934,-0.0174050336570112
"FFAR2",-0.114293006522368,-0.0367498824953171,0.147565819341158,0.197947019989813,0.224253678579895,-0.250884650467973,-0.274656877052359,-0.233873618468779,0.0784751603370096,-0.276980783700081,-0.19209604058012,-0.229975586420977,-0.271852463723133,-0.26200795167312,-0.200231966636332,-0.075093326218979,0.224191218895427,0.180063937714259
"MAK",0.0225983764306572,-0.0937073617993853,0.10445789220328,0.210990710099684,0.238209985891884,-0.231631216082391,-0.163363183599918,-0.169848220869691,0.149952097902707,-0.165757913057214,-0.0535267574821841,-0.106136420247277,-0.164239816956791,-0.159114475746237,-0.128203763410962,0.0421090563525912,0.218779875316062,0.190784324475304
"CXCR1",-0.173681786937797,-0.287002930122348,-0.0211258362233078,0.146845431142314,0.227767995431986,-0.340603394713755,-0.407174362251541,-0.401330225523512,-0.148634539214604,-0.3653810205255,-0.441794823779099,-0.418152988006919,-0.364031230805481,-0.437861120562031,-0.420706393285061,-0.380626287017331,0.228846040929677,0.0193472512758009
"STEAP4",0.00965008652337863,-0.106548496380224,0.090470201645234,0.21468151728471,0.283517517229584,-0.413183498470425,-0.424215450103556,-0.462454118933336,-0.0588321870502224,-0.446002132252672,-0.341967884755171,-0.373885064018819,-0.444204170437451,-0.395966989307993,-0.433776486631369,-0.249288748497723,0.266843258933004,0.0762960573114463
"MGAM",-0.007646646509364,-0.148933572650268,-0.00971983118647617,0.0125847946531681,0.0801708271632998,-0.0726393870299246,-0.103843617066259,-0.161428958674218,-0.0371863034398661,-0.0769004326694508,-0.155961868373171,-0.113079563803893,-0.0752352411244831,-0.123188128160884,-0.173213316389918,-0.204113716114116,0.051629596041885,-0.0408365962594453
"BTNL8",0.0794663053437497,0.0508473443495973,0.0657153955767799,0.0236811850274524,0.0719207351996698,-0.0885882286846042,-0.095322054598405,-0.0670188463088052,-0.0133301739748984,-0.106315105077349,-0.0612268329573541,-0.0385647694665637,-0.10648516696657,-0.0809713307455178,-0.0575133240503758,-0.0559934796073423,0.0469577923740926,0.0103350314839606
"CXCR2",0.021532872944247,-0.25690412464491,-0.208745036820806,-0.374265928299644,-0.299118948315972,0.272373116670916,0.197548589562413,0.084172656817778,-0.170623509456063,0.285723019075915,-0.0617567047118361,0.14329567245714,0.286029216792445,0.117641321708716,0.0162737107218717,-0.35896699703657,-0.319084346913886,-0.418077114560925
"TNFRSF10C",-0.143515199102715,-0.303127598395828,-0.273552398678244,0.0332573463596044,0.0875582314529532,-0.266645900113468,-0.296913180848173,-0.297359490944994,-0.171880096301209,-0.275566801454907,-0.34396073177894,-0.288110482774657,-0.286969794736227,-0.333066242242138,-0.380821422601949,-0.312047792991271,0.0665915513463334,-0.111053472048726
"VNN3",-0.297426517074782,-0.285363427304176,0.104389891411699,0.265757607721052,0.366367915228652,-0.36882019762208,-0.430109131235511,-0.493280437489428,0.0421559951817197,-0.34657203687385,-0.450881159971638,-0.437272987461103,-0.338165912444971,-0.455700069472894,-0.465166311342115,-0.342875886904583,0.354627632151598,0.156894804403663
"CBX6",0.389691968291134,0.0924621652365073,0.0371334947776771,0.0655266618160333,0.0223333501774463,-0.127639917155234,-0.0323295655526347,0.0662887106868122,-0.237299509412266,-0.0632997051809075,0.0368407252486067,0.0247272755542567,-0.0615268328485645,-0.0153335611411262,0.0692075716525594,0.0583537200105588,0.036893907884847,0.0390553138287929
"DAB2",0.158471181195185,-0.0722096519594003,0.0908362960714464,0.24023144517895,0.242542327901166,-0.507986583134002,-0.479191630996607,-0.383060570605515,-0.30381932603995,-0.546945956193763,-0.381503432488619,-0.4026213562385,-0.552814068203109,-0.441998946241719,-0.389185231411609,-0.178692244275446,0.263702833097339,0.111044284350771
"DDX17",0.279983080500843,0.0382360185322935,-0.324803851482983,-0.453076836364626,-0.483055057986742,0.507106507681799,0.51531023852324,0.480938530413577,-0.317594865631684,0.556753647074372,0.318833791363635,0.501369143681815,0.549440769561581,0.465513975725395,0.390239873124959,0.0119000124033922,-0.497383803007275,-0.40496828300654
"HIGD1A",0.365882225726897,0.132394197474019,-0.035059195277806,-0.213369620028616,-0.153300980857431,0.158627548746922,0.194324228913615,0.214175840524179,-0.132773190014669,0.13676842513316,0.185838329733051,0.2179397930153,0.133725353558519,0.21128807638228,0.205202109919498,0.0532655022084046,-0.191002699416334,-0.124452669397298
"IDH3A",-0.04780871636905,-0.157338267362717,-0.0612789416902749,-0.0657901013862469,-0.022998574846698,0.0460683543525482,0.00832988500182517,-0.0175172295839634,-0.00426803907315917,0.131069225416989,-0.0511055097564518,0.0456623287775308,0.134009288762633,-0.030483721696148,-0.0243724890639891,-0.126376078626906,-0.0352710423902715,-0.0841040103948201
"IL3RA",-0.173211959131706,-0.106129219317771,-0.273587559291572,0.0275058474396889,0.0764298089912932,-0.393138591829804,-0.49806263253696,-0.462919864545062,-0.570711173760217,-0.556185423293147,-0.5424125339989,-0.512165572211596,-0.567984194332533,-0.489048440723976,-0.570531130217596,-0.473408858566345,0.087784566858348,-0.155436767259002
"MAGED1",0.108662020282903,0.227015295043484,0.020647760975677,0.119801927367007,0.0187029726796734,-0.063264191194581,-0.0650819418977049,0.0177479821518366,-0.117617375491674,-0.163278290777212,0.0395192925755273,-0.0765674477741212,-0.169324502777688,-0.0117136081468025,0.0233174939776407,0.157838113468776,0.0645767951966715,0.0987115667109914
"NUCB2",-0.0201710608010047,0.069876506738293,0.144641928907713,0.296510158943641,0.275844375945052,-0.399641185057552,-0.358025153796763,-0.298788001290518,0.00053323985439619,-0.439019481806768,-0.176782969965769,-0.293812862847812,-0.44347940241799,-0.29964775779532,-0.251634791833267,0.0377617919686092,0.293308776265773,0.231289518144113
"OFD1",0.191158536908573,0.1608232318717,-0.244115367802985,-0.531587658942758,-0.559056225531128,0.614714416310849,0.612768921268849,0.524167179351992,-0.0849621767211297,0.609545629465089,0.416317210219123,0.581316250811433,0.60314357085535,0.582057450675313,0.45337508317517,0.0983610206967031,-0.584028388573189,-0.413008578836279
"OGT",0.0715737572490053,0.0877886306478281,-0.194183056400804,-0.389888973737672,-0.385110310682006,0.455882971343923,0.478585066245069,0.382202227592707,-0.111489534328597,0.49118581730404,0.247156319139636,0.423225829021888,0.488404948494119,0.440414068344458,0.321848239725415,0.0134880706576378,-0.407310262552604,-0.304542680567418
"PDIA4",0.0721117676388782,0.121487869941775,0.309699452731238,0.210680981571245,0.255826148965801,-0.156039798280558,-0.134004518227156,-0.0842730993744945,0.16779846148464,-0.193484437983215,-0.00897496741017523,-0.106249719510183,-0.190215561062677,-0.0909721679892829,0.000751801053828955,0.144844058262726,0.240024191915462,0.276584869062936
"SERTAD2",0.303206400574443,0.116026313566944,0.275280039266808,0.0487919767367488,0.0525135244680765,0.000326516650405619,0.0402175576201177,0.106984558660094,0.137434356548408,0.0563578693163045,0.134385100946298,0.125987721701802,0.0631057034048549,0.0570762766217965,0.1755272590164,0.132439782590797,0.0529919915077401,0.11122874505587
"SIRPA",-0.398213204771525,-0.253471624678298,0.225301789374851,0.599982472699286,0.659792442835733,-0.766691661916745,-0.796292834549702,-0.750405230485771,-0.0222775172437189,-0.763344689563588,-0.694087469004771,-0.802755850001643,-0.758387043084296,-0.788403075617228,-0.69806256186236,-0.328865697411649,0.691424450089774,0.414410939579931
"TMED2",0.316308690233084,0.120791465440981,0.352368021032055,0.0464356876353944,0.147892348621737,0.00781192887466995,0.0591861810655937,0.0756857854865905,0.136215579094223,0.0711891138849225,0.117934091250718,0.11342620005586,0.0755800386121859,0.0957381138459189,0.172320141638972,0.114196818255886,0.106743209617294,0.152346792148246
"ENG",-0.20474095815675,-0.13706119466223,-0.294928284716865,0.0684013511569962,0.108290625261717,-0.36469171209571,-0.447306608675802,-0.413507541509843,-0.505570041885301,-0.502738640736627,-0.49834321069759,-0.47589395417671,-0.514830711364582,-0.448582991945569,-0.521112799841406,-0.386278385127803,0.114050251760593,-0.085688711605582
"FCAR",-0.129161434472256,-0.137388543018165,0.24788261956809,0.40425893827877,0.516613020425256,-0.606828492868323,-0.618554325196147,-0.602224309998045,-0.111983254588374,-0.613109001226062,-0.548976726618348,-0.591747964724093,-0.610900127890822,-0.603392981360159,-0.551705967658605,-0.303654515308723,0.506126806568482,0.289654819248877
"IGF1",0.0405817102873996,-0.0900342316855713,-0.0723682312889984,0.199539846495646,0.179441667987767,-0.533572843672594,-0.523495175376156,-0.498814808997248,-0.510082549261192,-0.583154257877579,-0.50250216805387,-0.524385940400903,-0.591344737593372,-0.496741922897808,-0.537611278818508,-0.372096041307892,0.22110699662224,-0.0478060681832347
"ITGA2B",-0.0421540997850045,0.151867062261168,0.122165595124667,0.18124633842127,0.133441660889799,-0.152839200869415,-0.0621295869452059,-0.04693890523405,0.271587380710291,-0.133156751128657,0.0868215012117788,-0.0444353214445982,-0.128869146341845,-0.0268995452808858,-0.00169965237041756,0.211368500219027,0.147151518595916,0.194905221574774
"GABARAP",-0.0919782209153703,0.0234143181791679,-0.346751671719312,-0.106464746979633,-0.191021781558241,-0.00477760293667096,-0.0692079250255577,-0.000165908622689868,-0.359529992709915,-0.184751354390359,-0.0497948493058517,-0.0871878965507615,-0.200208772767381,-0.063811389282409,-0.114711766013362,-0.0607534760418408,-0.162351746775736,-0.180378186850213
"GPX1",-0.339781919387845,-0.172880671945824,-0.370539681844155,-0.183720742040892,-0.145419702876916,-0.042319066840856,-0.12868325093264,-0.194598799733274,-0.196684760542088,-0.167165570444731,-0.271526334592637,-0.219822034290609,-0.179567725878671,-0.159770357023341,-0.315364728639574,-0.314201601415754,-0.155430406545033,-0.278541318667883
"KRT23",0.262706023265848,0.0365872124446915,-0.0144421905116849,-0.2069377075296,-0.115862274165788,0.0600701057310848,0.0690570957626039,-0.00301003385846492,-0.0611726304597078,0.0482101906855577,-0.0043627468908908,0.0291084197021989,0.049342398772259,0.0710322758813982,-0.00978420021990803,-0.156550207191667,-0.140869089853523,-0.227108786150399
"PROK2",-0.0841231968795969,-0.144826659202206,0.0653094472468154,0.245258525931597,0.281836063346315,-0.317087140628765,-0.336321303266406,-0.291408310723085,-0.0740197230531384,-0.311575108577151,-0.271642118639778,-0.307996155507557,-0.311366151179574,-0.345875884731681,-0.270067889637712,-0.167531102787217,0.291356740537005,0.184113951152277
"RALB",-0.212419400036256,-0.310572814096473,0.296327288417034,0.514157182429871,0.631512001783827,-0.639918745412777,-0.637323220740451,-0.623206322832384,0.213579346903092,-0.590316837763983,-0.507100500340828,-0.59452374330844,-0.581468907946687,-0.631007915201788,-0.543071751327181,-0.213908337164486,0.607718161004512,0.41178997205173
"RETNLB",-0.016640103892287,0.168152481512758,0.231003383655174,0.0977757401725149,0.108300021098462,0.0199578165798692,-0.0389657495820269,-0.0273155079604772,0.0856362140564798,-0.039038046146989,0.0203897302518361,-0.0226080687225434,-0.0355113730651939,-0.00342779003810506,0.0255367792476845,0.0526946340535992,0.104535468996469,0.138245258305753
"RNF141",-0.0396852011982172,-0.335086829046271,0.189851056814957,0.19921561795573,0.249470558905335,-0.187677106129573,-0.197868913459306,-0.242988991370985,0.235252596319762,-0.0490073575791971,-0.193205273314579,-0.137026210735401,-0.0404946020507649,-0.240435871458452,-0.184874681566757,-0.161200987606856,0.230174803021056,0.115732307232379
"SEC14L1",0.149296734727484,-0.132863653502227,0.0938526879847173,0.360804962487689,0.354740021718304,-0.454443859808451,-0.413128195596195,-0.319920413333329,-0.160267729518413,-0.393931560837932,-0.246916378873807,-0.299051264174233,-0.39617247570649,-0.39869343867618,-0.300366341787311,-0.0432922560781039,0.353831853112739,0.247929145886862
"SEPX1",-0.38622979634054,-0.157097090291395,-0.00145094953091501,-0.0353187477450386,0.0918935880822836,-0.0883261109782036,-0.219017227287039,-0.293898732486392,0.00495464280880648,-0.135657420426585,-0.381206775856567,-0.27836569228774,-0.13715342501478,-0.250261584361973,-0.308609827091058,-0.430711152557837,0.0736137795680439,-0.110042295214163
